,date,flight no,booster version,payload mass,orbit,launch site,landing type,outcome,flights,gridfins,reused,legs,landing pad,block,reused count,serial,longitude,latitude,cost per launch,customers,manufacterers
29,2016-05-27,30,Falcon 9,3100.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,2.0,1,B1023,-80.577366,28.5618571,50000000,Thaicom,Orbital ATK
30,2016-06-15,31,Falcon 9,1800.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,False,1,True,False,True,5e9e3032383ecb6bb234e7ca,2.0,0,B1024,-80.577366,28.5618571,50000000,ABS,Boeing
31,2016-07-18,32,Falcon 9,2257.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,2.0,1,B1025,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
32,2016-08-14,33,Falcon 9,4600.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,2.0,0,B1026,-80.577366,28.5618571,50000000,SKY Perfect JCSAT Group,SSL
33,2016-09-01,34,Falcon 9,5500.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,False,1,True,False,True,5e9e3032383ecb6bb234e7ca,3.0,0,B1028,-80.577366,28.5618571,50000000,Spacecom,Israel Aerospace Industries
34,2017-01-14,35,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,3.0,1,B1029,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
35,2017-02-19,36,Falcon 9,2490.0,ISS,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,3.0,1,B1031,-80.6039558,28.6080585,50000000,NASA (CRS),SpaceX
36,2017-03-16,37,Falcon 9,5600.0,GTO,Kennedy Space Center Historic Launch Complex 39A,no data,False,1,False,False,False,no data,3.0,0,B1030,-80.6039558,28.6080585,50000000,EchoStar,Airbus Defence and Space
37,2017-03-30,38,Falcon 9,5300.0,GTO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,2.0,1,B1021,-80.6039558,28.6080585,50000000,SES,Airbus Defence and Space
38,2017-05-01,39,Falcon 9,8117.574038461539,LEO,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,3.0,1,B1032,-80.6039558,28.6080585,50000000,NRO,Boeing
39,2017-05-15,40,Falcon 9,6070.0,GTO,Kennedy Space Center Historic Launch Complex 39A,no data,False,1,False,False,False,no data,3.0,0,B1034,-80.6039558,28.6080585,50000000,Inmarsat,Boeing
40,2017-06-03,41,Falcon 9,2708.0,ISS,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,3.0,1,B1035,-80.6039558,28.6080585,50000000,NASA (CRS),SpaceX
41,2017-06-23,42,Falcon 9,3669.0,GTO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,3.0,1,B1029,-80.6039558,28.6080585,50000000,Bulgaria Sat,SSL
42,2017-06-25,43,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,3.0,1,B1036,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
43,2017-07-05,44,Falcon 9,6761.0,GTO,Kennedy Space Center Historic Launch Complex 39A,no data,False,1,False,False,False,no data,3.0,0,B1037,-80.6039558,28.6080585,50000000,Intelsat,Boeing
44,2017-08-14,45,Falcon 9,2910.0,ISS,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,4.0,1,B1039,-80.6039558,28.6080585,50000000,NASA (CRS),SpaceX
45,2017-08-24,46,Falcon 9,475.0,SSO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,3.0,1,B1038,-120.610829,34.632093,50000000,NSPO (Taiwan),NSPO
46,2017-09-07,47,Falcon 9,4990.0,LEO,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,4.0,1,B1040,-80.6039558,28.6080585,50000000,USAF,Boeing Defense
47,2017-10-09,48,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,4.0,1,B1041,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
48,2017-10-11,49,Falcon 9,5200.0,GTO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,3.0,1,B1031,-80.6039558,28.6080585,50000000,"SES, Echostar",Airbus Defence and Space
49,2017-10-30,50,Falcon 9,3700.0,GTO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,4.0,0,B1042,-80.6039558,28.6080585,50000000,KT Corporation,Thales Alenia Space
50,2017-12-15,51,Falcon 9,2205.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,2,True,True,True,5e9e3032383ecb267a34e7c7,3.0,1,B1035,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
51,2017-12-23,52,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,Ocean,True,2,True,True,False,no data,3.0,1,B1036,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
52,2018-01-08,53,Falcon 9,8117.574038461539,LEO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,1,True,False,True,5e9e3032383ecb267a34e7c7,4.0,1,B1043,-80.577366,28.5618571,50000000,Northrop Grumman,Northrop Grumman
53,2018-01-31,54,Falcon 9,4230.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,Ocean,True,2,True,True,True,no data,3.0,1,B1032,-80.577366,28.5618571,50000000,GovSat,Orbital ATK
55,2018-02-22,56,Falcon 9,1350.0,SSO,Vandenberg Space Force Base Space Launch Complex 4E,no data,False,2,True,True,False,no data,3.0,1,B1038,-120.610829,34.632093,50000000,HisdeSAT,Airbus Defence and Space
56,2018-03-06,57,Falcon 9,6092.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,no data,False,1,True,False,True,no data,4.0,0,B1044,-80.577366,28.5618571,50000000,Hispasat,SSL
57,2018-03-30,58,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,no data,False,2,True,True,True,no data,4.0,1,B1041,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
58,2018-04-02,59,Falcon 9,2760.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,no data,False,2,True,True,True,no data,4.0,1,B1039,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
59,2018-04-18,60,Falcon 9,350.0,HEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,4.0,1,B1045,-80.577366,28.5618571,50000000,NASA,Orbital ATK
60,2018-05-11,61,Falcon 9,3750.0,GTO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1046,-80.6039558,28.6080585,50000000,Bangladesh Gov,Thales Alenia Space
61,2018-05-22,62,Falcon 9,4300.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,no data,False,2,True,True,False,no data,4.0,1,B1043,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
62,2018-06-04,63,Falcon 9,5383.85,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,no data,False,2,False,True,False,no data,4.0,1,B1040,-80.577366,28.5618571,50000000,SES,Airbus Defence and Space
63,2018-06-29,64,Falcon 9,2410.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,no data,False,2,False,True,False,no data,4.0,1,B1045,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
64,2018-07-22,65,Falcon 9,7076.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,2,B1047,-80.577366,28.5618571,50000000,Telesat,SSL
65,2018-07-25,66,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,4,B1048,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
66,2018-08-07,67,Falcon 9,5800.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1046,-80.577366,28.5618571,50000000,Telkom,SSL
67,2018-09-10,68,Falcon 9,7060.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,Telesat,SSL
68,2018-10-08,69,Falcon 9,2800.0,SSO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,2,True,True,True,5e9e3032383ecb554034e7c9,5.0,4,B1048,-120.610829,34.632093,50000000,CONAE,INVAP
69,2018-11-15,70,Falcon 9,3000.0,GTO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,2,B1047,-80.6039558,28.6080585,50000000,Es’hailSat,Mitsubishi Electric
70,2018-12-03,71,Falcon 9,4000.0,SSO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,3,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,3,B1046,-120.610829,34.632093,50000000,"Spaceflight Industries, Inc","Spaceflight Industries, Inc"
71,2018-12-05,72,Falcon 9,2573.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,False,1,True,False,True,5e9e3032383ecb267a34e7c7,5.0,0,B1050,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
72,2018-12-23,73,Falcon 9,4400.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,no data,False,1,False,False,False,no data,5.0,0,B1054,-80.577366,28.5618571,50000000,USAF,Lockheed Martin
73,2019-01-11,74,Falcon 9,9600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1049,-120.610829,34.632093,50000000,Iridium Communications,Thales Alenia Space
74,2019-02-22,75,Falcon 9,5000.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4,B1048,-80.577366,28.5618571,50000000,Pasifik Satelit Nusantara,SSL
75,2019-03-02,76,Falcon 9,12259.0,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,NASA (CCtCap),SpaceX
77,2019-05-04,78,Falcon 9,2482.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1056,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
78,2019-05-24,79,Falcon 9,13200.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,SpaceX,SpaceX
79,2019-06-12,80,Falcon 9,1425.0,SSO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,2,True,True,True,5e9e3032383ecb554034e7c9,5.0,12,B1051,-120.610829,34.632093,50000000,CSA,Maxar Technologies
81,2019-07-25,82,Falcon 9,2227.7,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,2,True,True,True,5e9e3032383ecb267a34e7c7,5.0,3,B1056,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
82,2019-08-06,83,Falcon 9,6500.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,no data,False,3,False,True,False,no data,5.0,2,B1047,-80.577366,28.5618571,50000000,Spacecom,Boeing Satellite Systems
83,2019-11-11,84,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4,B1048,-80.577366,28.5618571,50000000,SpaceX,SpaceX
84,2019-12-05,85,Falcon 9,5000.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
85,2019-12-17,86,Falcon 9,6800.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1056,-80.577366,28.5618571,50000000,"SKY Perfect JSAT Corporation, Kacific Broadband Satellites Pte Ltd",Boeing Satellite Systems
86,2020-01-07,87,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,SpaceX,SpaceX
87,2020-01-19,88,Falcon 9,8117.574038461539,SO,Kennedy Space Center Historic Launch Complex 39A,no data,False,4,False,True,False,no data,5.0,3,B1046,-80.6039558,28.6080585,50000000,NASA (CCtCap),SpaceX
88,2020-01-29,89,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.577366,28.5618571,50000000,SpaceX,SpaceX
89,2020-02-17,90,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,False,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1056,-80.577366,28.5618571,50000000,SpaceX,SpaceX
90,2020-03-07,91,Falcon 9,1977.0,ISS,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,2,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5,B1059,-80.577366,28.5618571,50000000,NASA (CRS),SpaceX
91,2020-03-18,92,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,False,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4,B1048,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
92,2020-04-22,93,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
93,2020-05-30,94,Falcon 9,9525.0,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,50000000,NASA (CCtCap),SpaceX
94,2020-06-04,95,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,5,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1049,-80.577366,28.5618571,50000000,SpaceX,SpaceX
95,2020-06-13,96,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,50000000,SpaceX,SpaceX
96,2020-06-30,97,Falcon 9,3880.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,USAF,Lockheed Martin
97,2020-07-20,98,Falcon 9,8117.574038461539,GEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,50000000,South Korea,South Korea
98,2020-08-07,99,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
99,2020-08-18,100,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,SpaceX,SpaceX
100,2020-08-30,101,Falcon 9,1600.0,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,4,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5,B1059,-80.577366,28.5618571,50000000,CONAE,SpaceX
101,2020-09-03,102,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1060,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
102,2020-10-06,103,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
103,2020-10-18,104,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
104,2020-10-24,105,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,SpaceX,SpaceX
105,2020-11-05,106,Falcon 9,3681.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,8,B1062,-80.577366,28.5618571,50000000,United States Space Force,Lockheed Martin
106,2020-11-16,107,Falcon 9,8117.574038461539,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1061,-80.6039558,28.6080585,50000000,NASA (CCtCap),SpaceX
107,2020-11-21,108,Falcon 9,1440.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,1,True,False,True,5e9e3032383ecb554034e7c9,5.0,6,B1063,-120.610829,34.632093,50000000,NASA,SpaceX
108,2020-11-25,109,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,SpaceX,SpaceX
109,2020-12-06,110,Falcon 9,2972.0,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,50000000,NASA (CRS),SpaceX
110,2020-12-13,111,Falcon 9,7000.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.577366,28.5618571,50000000,SiriusXM,SSL
111,2020-12-19,112,Falcon 9,8117.574038461539,LEO,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,5,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5,B1059,-80.6039558,28.6080585,50000000,National Reconnaissance Office,SpaceX
112,2021-01-08,113,Falcon 9,3500.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,4,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,Turksat,Airbus Defence and Space
113,2021-01-20,114,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,8,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
114,2021-01-24,115,Falcon 9,8117.574038461539,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.577366,28.5618571,50000000,,SpaceX
115,2021-02-04,116,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1060,-80.577366,28.5618571,50000000,SpaceX,SpaceX
116,2021-02-16,117,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,False,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,50000000,SpaceX,SpaceX
117,2021-03-04,118,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,8,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
118,2021-03-11,119,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,50000000,SpaceX,SpaceX
119,2021-03-14,120,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,9,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,SpaceX,SpaceX
120,2021-03-24,121,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1060,-80.577366,28.5618571,50000000,SpaceX,SpaceX
121,2021-04-07,122,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.577366,28.5618571,50000000,SpaceX,SpaceX
